type;name;contact;address;tel;web;infos
mita; MIKADO Schulergänzendes Angebot;Cynthia Kübler Schulverwaltung Stäfa ;Kronenstrasse 9, 8712 Stäfa;Tel.: 044 927 20 36;www.schulestaefa.ch;
mita; Mittagstisch Steinmaur;Primarschule ;Hauptstrasse 17, 8162 Steinmaur;Tel.: 044 847 32 00;www.primarschule-steinmaur.ch;Informationen zu:   Mittagstisch Steinmaur,Öffnungszeiten,Montag, Dienstag, Donnerstag, Freitag 12.00 - 14.00 Uhr,Zielgruppe:,Kinder des Kindergartens und der Primarschule,Ort:
mita; Mittagstisch Lindau ;Chinderhuus ZicZac Regula Gysi ;Ringstrasse 30, 8317  Tagelswangen;Tel.: 052 534 82 71;www.chinderhuus-ziczac.ch/mittagstisch/;
mita; Mittagstisch;Conny Schrepfer ;Rudishaldenstrasse 5, 8800 Thalwil;Tel.: 044 723 22 61;www.thalwil.ch;
mita; Hort/Mittagstisch Primarschule Uster;Primarschule Uster ;Poststrasse 13, 8610 Uster;Tel.: 044 944 74 26;www.primarschule-uster.ch;Informationen zu:   Hort/Mittagstisch Primarschule Uster,Weitere Informationen,Angebote an folgenden Standorten,Haselbühl/Wermatswil,Oberuster/Sulzbach,Nänikon,Gschwader,Pünt,Niederuster,Talacker
mita; Spielgruppe Spielchischte Uster;Naina Schlumpf & Karin Waser ;Asylstrasse 2, 8610 Uster;Tel.: 043 399 00 78;www.spielchischte-uster.ch;Kontakt,Karin Waser,Informationen zu:   Spielgruppe Spielchischte Uster,Öffnungszeiten,Mo: 08.30 - 12.00 Uhr,Di: 08.30 - 12.00 Uhr / 12.00 - 14.00 Uhr (inklusive Mittagstisch),Mi: 08.30 - 12.00 Uhr,Do: 08.30 - 12.00 Uhr / 12.00 - 14.00 Uhr (inklusive Mittagstisch),Fr: 08.30 - 12.00 Uhr / 12.00 - 14.00 Uhr (inklusive Mittagstisch),Zielgruppe,Kinder von 2 1/2 bis 5 Jahren
mita; Tageshort Volketswil;Rainer Funk ;Schulhausstrasse 23, 8604 Volketswil;Tel.: 044 910 22 00;www.volketswil.ch;Kontakt,Rainer Funk,Tel.: 044 910 22 00,Informationen zu:   Tageshort Volketswil,Öffnungszeiten,Mo - Fr, 6.30 - 18.00 Uhr,Ferienbetreuung,Zielgruppe,Kinder ab Kindergarten
mita; Mittagstisch ;Schulsekretariat Wädenswil ;Schönenbergstrasse 4a, 8820 Wädenswil;Tel.: 044 789 74 40;www.waedenswil.ch;
mita; Schülerclub Nokimuz;;Spittelgasse 12, 8636 Wald;Tel.: 055 246 14 02;www.krippe-wald.ch;
mita; Hort Arche;Familienergänzende Tagesstrukturen Monika Wick ;Alter Kirchenweg 6, 8304 Wallisellen;Tel.: 044 877 65 73;www.schule.wallisellen.ch;
mita; Mittagstisch Bürgli Mitte;Verena Lustenberger ;Riedenerstrasse 30, 8304 Wallisellen;Tel.: 044 877 64 51;;"Informationen zu:   Mittagstisch Bürgli Mitte,Ort: Schulhause Bürgli Mitte
       Riedenerstrasse 30
       8304 Wallisellen"
mita; Mittagstisch Mösli;Suzana Vidic ;Im Mösli 2, 8304 Wallisellen;Tel.: 044 877 64 47;;Informationen zu:   Mittagstisch Mösli,Ort: Schulhaus Mösli,,Im Mösli 2,8304 Wallisellen
mita; Mittagstisch Weisslingen;Kita Rägeboge / Conny Weber ;Dorfstrasse 20, 8484 Weisslingen;Tel.: 052 384 02 67;www.raegebogeweisslingen.ch;Informationen zu:   Mittagstisch Weisslingen,Öffnungszeiten,Während der Schulzeit von Mo.-Fr. 12.00-13.30 Uhr,Für Kindergarten- und Schulkinder
mita; Mittagsbetreuung Wila;Schulhaus Eichhalde Pavillon Schulsekretariat ;Eichhaldenstrasse 23, 8492 Wila;Tel.: 052 385 30 55;www.pswila.ch/organisation/mittagsbetreuung/;Informationen zu:   Mittagsbetreuung Wila,Öffnungszeiten,jeweils am Montag, Dienstag, Donnerstag und Freitag,von 12.00 - 13.30 Uhr
mita; Tagesstrukturen;Primarschulhaus Wildberg ;Schulhausstrasse 18, 8489 Wildberg;Tel.: 052 385 52 37;www.schuwi.ch;Informationen zu:   Tagesstrukturen,Öffnungszeiten,Morgen-, Mittags- und Nachmittagsbetreuung,jeweils dienstags und donnerstags während der Schulzeit.
mita; Mittagstisch Zollikon / Zollikerberg;Schulsekretariat ;Buchholzstrasse 5, 8702 Zollikon;Tel.: 044 396 37 50;www.schulezollikon.ch;
mita; Mittagstisch & Hort Zumikon;Schulgemeinde Zumikon ;Juch 1, 8126 Zumikon;Tel.: 044 919 03 38;www.zumikon.ch;
hort; Hort/Tagesschule Adlikon ;;Dorfstrasse 26, 8452 Adlikon;Tel.: 052 301 29 43;www.tagesschule-adlikon.ch;Informationen zu:   Hort/Tagesschule Adlikon,Öffnungszeiten,Tagesbetreuung von 7.00- 18.00 Uhr
hort; Teddy English Kids Clubs Hort;Kinderhort ;Steinstrasse 22, 8106 Adlikon bei Regensdorf;Tel.: 079 595 22 86;www.teddykidsclub.com;"Informationen zu:   Teddy English Kids Clubs Hort,Öffnungszeiten,Mo - Fr 12.00 - 18.00 Uhr
Englisch + Deutsch"
hort; Hort ;Schulverwaltung ;Zürichstrasse 8, 8134 Adliswil;Tel.: 044 711 77 83;www.adliswil.ch;
hort; Kinderhort Rudolf Steiner-Schule Sihlau;;Sihlstrasse 23, 8134 Adliswil;Tel.: 044 710 12 42;www.sihlau.ch/hort.html;
hort; Natur-Erlebnis-Hort Tüfi;Flavia Geiger ;Im Sihlhof 22, 8134  Adliswil;Tel.: 079 915 10 49;www.naturhort.ch;
hort; Villa Kunterbunt;Schulhaus Gallenbühl ;Spitzenstrasse 16, 8914  Aeugst am Albis;Tel.: 044 760 43 90;www.schule-aeugst.ch;Informationen zu:   Villa Kunterbunt,Zielgruppe,Kinder ab dem ersten Kindergarten bis zum Abschluss der sechsten Primarklasse.
hort; Schülerhort Affoltern;Erika Schamberger ;Zürichstrasse 92, 8910 Affoltern am Albis;Tel.: 044 761 74 65;www.psa.ch;Informationen zu:   Schülerhort Affoltern,Öffnungszeiten,Montag - Freitag: 07.00-18.00 Uhr in der schulfreien Zeit,Weitere Informationen,ab 2. Kindergarten
hort; KIMI Giardino AG Standort Geeren;Krippe / Hort / Mittagstisch Steffi Ojalvo ;Opfikonerstrasse 27, 8303 Bassersdorf;Tel.: 044 836 80 20;www.kimikrippen.ch;Informationen zu:   KIMI Giardino AG Standort Geeren,Zielgruppe,Kinder ab 2 Monaten bis Ende der Primarschule,Neues Angebot:
hort; KIMI Giardino AG Standort Post;Sabine Hess ;Poststrasse 2, 8303 Bassersdorf;Tel.: 044 212 40 40;www.kimikrippen.ch;"Informationen zu:   KIMI Giardino AG Standort Post,Zielgruppe,Kinderkrippe: 2 Monate bis Eintritt Kindergarten
Hort: 4 bis 12 Jahren"
hort; Kinderhort Lillyput;;Geissackerstrasse 24, 8157 Dielsdorf;Tel.: 044 853 03 94;www.kinderhort-lillyput.ch;
hort; KIMI Giardino AG Standort Looren;Kinderhort / Mittagstisch Sabine Hess ;Loorenstrasse 1, 8305 Dietlikon;Tel.: 043 255 97 49;www.kimikrippen.ch;Informationen zu:   KIMI Giardino AG Standort Looren,Öffnungszeiten,Kinderhort: 12.00 bis 18.00 Uhr,Mittagstisch: 12.00 bis 14.00 Uhr
hort; Horte / Mittagstisch Primarschule Dübendorf;;Usterstrasse 16, 8600 Dübendorf;Tel.: 044 801 69 84;www.schule-duebendorf.ch;Informationen zu:   Horte / Mittagstisch Primarschule Dübendorf,Horte,Zentrum, Högler, Zwinggarten,Mo. - Fr.  6.45 - 18.15 Uhr,Kinder ab Kindergartenalter,Standorte Mittagstisch,Dorf, Stägenbuck, Högler, Gockhausen, Flugfeld, Sonnenberg,Kinder ab Kindergarten
hort; Chinderhuus Muur;Hort Ebmatingen ;Bachtobelstrasse 19, 8123 Ebmatingen;Tel.: 044 548 48 08;www.chinderhuus-muur.ch;Informationen zu:   Chinderhuus Muur,Öffnungszeiten,Mo-Fr, 11.30-18.30 Uhr,Weitere Informationen,Elternbeiträge sind nach Einkommen abgestuft.
hort; Chinderhuus Muur, Ebmatingen;;Bachtobelstrasse 19, 8123 Ebmatingen;Tel.: 044 548 48 08;www.chinderhuus-muur.ch;
hort; Hort / Krippe Moonlight ;;Zürichstrasse 103, 8123 Ebmatingen;Tel.: 044 543 54 94;www.moonlightkrippe.ch;Informationen zu:   Hort / Krippe Moonlight,Öffnungszeiten,Montag - Freitag, 7.00 - 18.30 Uhr
hort; Tageshort Rikon;;Dorfstrasse 32, 8307  Effretikon;Tel.: 052 354 23 90;www.ilef.ch;Kontakt,Klaus Siefert,Tel.: 052 354 23 90,Informationen zu:   Tageshort Rikon,Öffnungszeiten,Montag - Freitag, 12.00 - 18.00 Uhr (ehemaliges Schulhaus Rikon),Kinderbetreuung,ab 6 Jahren
hort; Kinderhort Chugle;Simone Wicki ;Obergasse 35, 8193 Eglisau;Tel.: 043 810 77 00;www.kinderhort-chugle.ch;
hort; Hort Rägeboge;Nathalie Raible (Rahel Matzinger) ;Tannenstrasse 67a, 8424  Embrach;Tel.: 076 336 29 09;www.kinderkrippe-raegeboge.ch;Informationen zu:   Hort Rägeboge,Schulergänzendes Angebot Kigakinder - 6. Klasse, Ferienbetreuung, Mittagstisch
hort; Kinderkrippe und Hort Rägeboge;Rahel Matzinger ;Tannenstrasse 67b, 8424 Embrach;Tel.: 044 865 50 05;www.kinderkrippe-raegeboge.ch;Informationen zu:   Kinderkrippe und Hort Rägeboge,Zielgruppe,vorschulpflichtige- und schulpflichtige Kinder,Alter: von 4 Monaten bis 6. Klasse,Spezielles,Ferienbetreuung für Schüler, Aufgabenhilfe, Schulweg-Begleitung (Schüler)
hort; Hort/Mittagstisch Schulen Fällanden;Schulverwaltung Fällanden ;Schwerzenbachstrasse 10, 8117 Fällanden;Tel.: 044 806 34 34;;Informationen zu:   Hort/Mittagstisch Schulen Fällanden,Zielgruppe,Für Kinder ab Kindergarten,Angebot,Mittagstisch in Pfaffhausen, Benglen, Fällanden,Hort im  Kindergartenpavillon Fröschbach, Fällanden, 13.30 bis 18.00 Uhr,(auch für Schüler aus Benglen und Pfaffhausen)
hort; Kinderkrippe & Hort Villa Wunderchischte GmbH;;Wigartenstrasse 13, 8117 Fällanden;Tel.: 044 825 51 24;www.villa-wunderchischte.ch;Kontakt,Sarah Schönbächler,Tel.: 044 825 51 24,Informationen zu:   Kinderkrippe & Hort Villa Wunderchischte GmbH,Öffnungszeiten,Mo bis Fr, 6.45-18.30 Uhr,Zielgruppe,Kinder ab 3 Monaten bis zum Ende der Primarschule
hort; Kinderkrippe / Kinderhort Mary Poppins;;Im Brünneli 10, 8127 Forch;Tel.: 044 980 10 80;www.poppins.ch;Kontakt,Barbara Seffinga,Tel.: 044 980 10 80,Informationen zu:   Kinderkrippe / Kinderhort Mary Poppins,Öffnungszeiten,Kinderkrippe: Mo - Fr, 7.30 - 18.30 Uhr,Mittagstisch: Mo - Fr, 11.30 - 14.00 Uhr,Zielgruppe,Kinderkrippe: Kinder ab 2 Monaten bis zum Kindergarten, Mindestbesuch 2 Tage pro Woche,Mittagstisch: Kinder ab Kindergarten bis 6. Schuljahr
hort; Hort Mettlen;Renate Grossenbacher ;Dorfstrasse 4, 8152 Glattbrugg;Tel.: 044 829 84 20;www.opfikon.ch;
hort; Hort / Mittagstisch;Duska Sekula ;Riethofstrasse 1, 8152 Glattbrugg;Tel.: 043 321 28 88;www.kita-zauberchiste.ch;Informationen zu:   Hort / Mittagstisch,Zielgruppe,Schulpflichtige Kinder ab Kindergarteneintritt
hort; Chinderhuus Dörfli;Eveline Michel ;Dörfliweg 6/8, 8192 Glattfelden;Tel.: 078 808 73 66;www.chinderhuus-glattfelden.ch;"Informationen zu:   Chinderhuus Dörfli,Zielgruppe,Kinder ab 3 Monate bis Kindergarteneintritt
und schulergänzende Betreuung"
hort; Ausserschulische Betreuung;;8625 Gossau;;;8625 Gossau,Email:,email,schulegossau-zh.ch
hort; Schulhort Pfiffikus;Schule Greifensee ;Breitistrasse 13, 8606 Greifensee;Tel.: 044 940 69 84;www.primgreif.ch;Informationen zu:   Schulhort Pfiffikus,Öffnungszeiten,Mo - Fr, 12.00 - 18.00 Uhr,Zielgruppe,Kinder ab Kindergarten bis 6. Klasse
hort; Hort - Chinderhuus Hedingen;Pavillon Schulhaus Schachen Susanne Winistörfer ;Schachenstrasse 9, 8908 Hedingen;Tel.: 043 817 11 33 / 079 844 11 33;www.chinderhuus-hedingen.ch;Informationen zu:   Hort - Chinderhuus Hedingen,Öffnungszeiten,Montag-Freitag: 06.30 - 18.30 Uhr,Hort ist auch während den Schulferien geöffnet,Zielgruppe,4 Monate bis Kindergarteneintritt,Weitere Informationen,Kosten siehe Homepage
hort; Schülerhort / Tagesstrukturen Primarschule Henggart;Ulrika Koliasch ;Hiltistrasse 10, 8444 Henggart;Tel.: 052 305 15 65;www.primarschule-henggart.ch;
hort; Hort TSW;;Chilchrain 3, 8704 Herrliberg;Tel.: 044 991 52 62;www.schule-herrliberg.ch;
hort; Verein FaKHir (Familienergänzende Kinderbetreuung im Hirzel);;Chalbisauweg 2, 8816 Hirzel;Tel.: 044 729 80 12;www.fakhir.ch;Informationen zu:   Verein FaKHir (Familienergänzende Kinderbetreuung im Hirzel),Öffnungszeiten,Mo, Di, Do 11.45 bis 18.30 Uhr,Fr 11.45 bis 14.00 Uhr,ausgewählte Tage in den Schulferien 7.30 bis 18.00 Uhr,Zielgruppe,Kindergarten- und Schulkinder
hort; Tagesstrukturen MINIMAX;Schulverwaltung Hombrechtikon ;Feldbachstrasse 7, 8634 Hombrechtikon;Tel.: 055 254 10 16;www.schulehombrechtikon.ch;Kontaktperson,Karin Baumgartner, Telefon 055 254 10 16, mittagstisch@schulehombrechtikon.ch
hort; Kinderhort Fischenrüti;Sandra Schinz ;Erlenstrasse 30, 8810 Horgen;Tel.: 044 725 29 88;www.horgen.ch;
hort; Kinderhort Türmlihus;Maria Cristina del Yerro ;Schulhausstrasse 17, 8181 Höri;Tel.: 044 860 16 18;www.schulehoeri.ch;Informationen zu:   Kinderhort Türmlihus,Öffnungszeiten,Montag bis Freitag von 07.00 - 18.30 Uhr
hort; Hort;Schulverwaltung ;alte Landstrasse 120, 8802 Kilchberg;Tel.: 044 716 33 00;www.schule-kilchberg.ch/schule/informationen/schulverwaltung/;
hort; KiTa Chiselschtei;;Dietlikerstrasse 44, 8302  Kloten;Tel.: 044 651 10 11;www.chiselschtei.ch;
hort; Städtische Hort- und Krippenbetriebe Looren;Jörg Riecke ;Obstgartenstrasse 17/19, 8302 Kloten;Tel.: 044 815 16 60;www.kloten.ch/de/bildung/hortred/;Informationen zu:   Städtische Hort- und Krippenbetriebe Looren,Zielgruppe,Betreuung von Kindern und Schülern
hort; Hort Johannes Schule;;Sonnenrain 40, 8700 Küsnacht;Tel.: 044 913 60 10;www.johannesschule.ch;
hort; Mittagstisch & Hort Küsnacht;Schulsekretariat ;Heinrich-Wettstein-Strasse 18, 8700 Küsnacht;Tel.: 044 913 14 14;www.schule-kuesnacht.ch;
hort; Hort KibeLaA;Verein Kinderbetreuung Langnau a.A. ;Rütibohlstrasse 11, 8135 Langnau am Albis;Tel.: 044 713 34 97 / 076 329 81 35;www.kibelaa.ch;Informationen zu:   Hort KibeLaA,Öffnungszeiten,Montag, Dienstag, Donnerstag, Freitag, 13.30 - 17.30 Uhr
hort; KIDRON;;Hofenstrasse 10, 8708 Männedorf;Tel.: 043 542 30 10;www.kidron.ch;
hort; Villa Kunterbunt;;Schulstrasse 15, 8708 Männedorf;Tel.: 044 921 68 50;www.maennedorf.ch/schule;Informationen zu:   Villa Kunterbunt,Kontakt,Karin Laetsch
hort; Chinderhuus Muur, Maur;Hort ;Alte Zürichstrasse 5, 8124 Maur;Tel.: 043 366 02 91;www.chinderhuus-muur.ch;"Informationen zu:   Chinderhuus Muur, Maur,Öffnungszeiten,Hort: Mo - Fr, 11.30 - 18.30 Uhr (Ferien ab 8.15 Uhr)
Mittagshort: Mo - Fr, 11.30 - 14.00 Uhr,Weitere Informationen,Elternbeiträge sind nach Einkommen abgestuft."
hort; Schülerclub Allmend;;Ormistrasse 25, 8706 Meilen;Tel.: 044 843 91 44;www.verein-fee.ch;
hort; Schülerclub Feldmeilen;;Höschstrasse 61, 8706 Meilen;Tel.: 044 925 21 00;www.verein-fee.ch;
hort; Schülerclub Obermeilen;;Schulweg 15, 8706 Meilen;Tel.: 044 923 34 33;www.verein-fee.ch;
hort; KidzClub Schule Mönchaltorf;Schulverwaltung ;8617 Mönchaltorf;Tel.: 044 949 40 31;www.moenchaltorf.ch;Kontakt,Francoise Vauclair,Tel.: 044 949 40 31,Informationen zu:   KidzClub Schule Mönchaltorf,Öffnungszeiten,Mittagstisch: 11.45 - 13.30 Uhr,Nachmittag: 13.30 - 18.00 Uhr oder 15.15 - 18.00 Uhr,Zielgruppe,Für Grundstufe- und Schulkinder
hort; Tagesstrukturen Niederhasli;Primarschule ;Dorfstrasse 17, 8155 Niederhasli;Tel.: 043 411 22 70;www.ps-niederhasli.ch;"Informationen zu:   Tagesstrukturen Niederhasli,Öffnungszeiten,Mo - Fr 7.30 - 8.20 Uhr und 12.00 - 18.00,Für Kinder des Kindergartens und der Primarschule Niederhasli. Standorte:
- Kindergarten Spitz, Spitzstrasse 1, 8155 Niederhasli
- Schulhaus Linden, Lindenstrasse 21, 8155 Niederhasli
- Zentralschulhaus, Mettmenhasli, 8155 Niederhasli"
hort; Kita Niederweningen;;Binzackerweg 2, 8166 Niederweningen;Tel.: 079 442 19 43;www.krippe-hort.ch;Kontakt,Shpresa Berisha,Tel.: 043 422 89 04,Tel.: 079 442 19 43
hort; Hort Luftballon;;Weiherstrasse 1, 8309 Nürensdorf;Tel.: 044 554 98 16;www.kita-luftballon.ch;
hort; Kinderhort Rägeboge;Susanna Feldmann ;Landstrasse 21, 8197 Rafz;Tel.: 043 433 57 47;www.kinderhort-rafz.ch;
hort; Hort ;"Leiterin Administration ""Ausserfamiliäre Betreuung"" Schulverwaltung Richterswil-Samstagern ";Feldstrasse 9, 8805 Richterswil;Tel.: 043 888 20 37;www.schule-richterswil-samstagern.ch;
hort; Tagesbetreuung Obstgarten;Primarschule René Baumgartner ;Jonenbachstrasse 20, 8911  Rifferswil;Tel.: 043 541 01 85;www.schule-rifferswil.ch;Informationen zu:   Tagesbetreuung Obstgarten,Öffnungszeiten,Montag bis Freitag von 07.15 - 18.00 Uhr,Zielgruppe,ab Kindergarten bis zur 6. Klasse Primarschule,Weitere Informationen,Betreuung für Oberstufenkinder möglich, wenn Platz vorhanden
hort; Hort ;Schulverwaltung ;Pilgerweg 27, 8803 Rüschlikon;Tel.: 044 704 60 15;www.schulerueschlikon.ch;
hort; Kinderstube Wehntal;;Bahnhofstrasse 1, 8165 Schöfflisdorf;Tel.: 079 442 19 43;www.krippe-hort.ch;Kontakt,Chantal Tschanz,Tel.: 079 442 19 43
hort; Kita / Hort TiBBS;;Schulstrasse 3, 8603 Schwerzenbach;Tel.: 044 811 11 00;www.tibbs.ch;Kontakt,Barbara Omoruyi,Tel.: 044 811 11 00,Informationen zu:   Kita / Hort TiBBS,Angebot,Kinderkrippe, Hort und Mittagstisch,Weiterer Standort,Mini-TiBBS an der Wiesenstrasse 17, Schwerzenbach
hort; MIKADO Schulergänzendes Angebot;Cynthia Kübler Schulverwaltung Stäfa ;Kronenstrasse 9, 8712 Stäfa;Tel.: 044 927 20 36;www.schulestaefa.ch;
hort; TaSS Tagesstrukturen Stallikon;Primarschulhaus Loomatt Susanna Forster ;Massholderenstrasse 3, 8143 Stallikon;Tel.: 079 887 76 07;www.schule.stallikon.ch;Informationen zu:   TaSS Tagesstrukturen Stallikon,Öffnungszeiten,Montag - Freitag 07.00 - 08.00 Uhr + 11.40 - 18.00 Uhr,Zielgruppe,ab 1. Kindergarten,Weitere Informationen,6 Wochen Ferienhortangebot in Wettswil
hort; Kinderstube Steinmaur;;Im Gässli 30, 8162 Steinmaur;Tel.: 076 391 67 96;www.krippe-hort.ch;Informationen zu:   Kinderstube Steinmaur,Öffnungszeiten,Montag - Freitag: 6.45 - 18.30 Uhr
hort; Chinderhuus ZicZac (Hort);;Ringstrasse 30, 8317 Tagelswangen;Tel.: 052 343 74 25;www.chinderhuus-ziczac.ch;Kontakt,Ingrid  Fehr,Tel.: 052 343 74 24,Email:,email,www.chinderhuus-ziczac.ch,Ruth Mathe,Tel.: 052 343 74 25,Email:,email,www.chinderhuus-ziczac.ch
hort; Schulergänzende Betreuung;;Nauenstrasse 44, 8632  Tann;Tel.: 055 251 57 30;www.schuleduernten.ch;Informationen zu:   Schulergänzende Betreuung,Öffnungszeiten,Für Kinder der 1. Grundstufe bis zur 6. Klasse
hort; Hort;DLZ Bildung ;8800 Thalwil;Tel.: 044 723 22 66;www.thalwil.ch;DLZ Bildung,8800 Thalwil,Tel.: 044 723 22 66,Email:,email,www.thalwil.ch
hort; Chinderhuus Im Werk;;Im Werk 3, 8610 Uster;Tel.: 043 305 90 06;www.chinderhuusimwerk.ch;Kontakt,Fabienne Reichmuth,Tel.: 043 305 90 06,Informationen zu:   Chinderhuus Im Werk,Öffnungszeiten,Mo - Fr, 7.00 - 18.00 Uhr,Weitere Informationen,Mindestbesuch 1 Tag/Woche.,Zielgruppe,Kinder von 1 1/2 - 7 Jahren.
hort; Hort im Lot;Nähe Püntschulhaus ;Im Lot 11, 8610 Uster;Tel.: 044 994 28 83;www.hortimlot.ch;Kontakt,Susi Schneider,Tel.: 044 994 28 83,Informationen zu:   Hort im Lot,Öffnungszeiten,Mo - Fr, 11.00 - 18.30 Uhr (Ferienhort 7.00-18.30 Uhr),Zielgruppe,Kindergarten- und Schulkinder
hort; Hort/Mittagstisch Primarschule Uster;Primarschule Uster ;Poststrasse 13, 8610 Uster;Tel.: 044 944 74 26;www.primarschule-uster.ch;Informationen zu:   Hort/Mittagstisch Primarschule Uster,Weitere Informationen,Angebote an folgenden Standorten,Haselbühl/Wermatswil,Oberuster/Sulzbach,Nänikon,Gschwader,Pünt,Niederuster,Talacker
hort; Kinderbetreuung Ramba Zamba;;Weiherallee 5, 8610 Uster;Tel.: 044 542 43 08;www.ramba-zamba.ch;Kontakt,Marianne Schefer,Tel.: 044 542 43 08,Informationen zu:   Kinderbetreuung Ramba Zamba,Öffnungszeiten,Krippe:,Mo - Fr, 7.00 - 18.00 Uhr,Mindestbesuch 1 Tag/Woche.,Hort:,Mo - Fr, 7.00 - 8.00 Uhr und 11.50 - 18.00 Uhr,Ferienhort: Mo - Fr, 7.00 - 18.00 Uhr,Zielgruppe,Krippe: Kinder ab 3 Monate bis Kindergarteneintritt,Hort: Kindergarten- und Schulkinder
hort; Kinderkrippe / Hort Heusser-Staub;;Florastrasse 26, 8610 Uster;Tel.: 044 940 11 62;www.kinderkrippeheusserstaub.ch;Informationen zu:   Kinderkrippe / Hort Heusser-Staub,Öffnungszeiten,Mo - Fr, 6.30 - 18.00 Uhr,Mindestbesuch 4 Halbtage/Woche,Zielgruppe,Kinder ab 16 Wochen bis und mit 3. Primarschule
hort; Kinderkrippe / Hort Rösligarten;;Wagerenstrasse 47, 8610 Uster;Tel.: 044 911 10 67;www.spitaluster.ch/389/krippe;Kontakt,Françoise D'Agostino,Tel.: 044 911 10 67,Informationen zu:   Kinderkrippe / Hort Rösligarten,Öffnungszeiten,Mo - Fr, 6.30 - 18.30 Uhr,Weitere Informationen,Mindestbesuch 2 Tage oder 4 Halbtage/Woche.,Zielgruppe,Kinder ab 6 Monate bis 9 Jahren.
hort; Tageshort Volketswil;Rainer Funk ;Schulhausstrasse 23, 8604 Volketswil;Tel.: 044 910 22 00;www.volketswil.ch;Kontakt,Rainer Funk,Tel.: 044 910 22 00,Informationen zu:   Tageshort Volketswil,Öffnungszeiten,Mo - Fr, 6.30 - 18.00 Uhr,Ferienbetreuung,Zielgruppe,Kinder ab Kindergarten
hort; Hort Wädenswil/Au;Schulsekretariat Wädenswil ;Schönenbergstrasse 4a, 8820  Wädenswil;Tel.: 044 789 74 40;www.waedenswil.ch;
hort; Hort Bürgli Mitte;Verena Lustenberger ;Riedenerstrasse 30, 8304 Wallisellen;Tel.: 044 877 64 51;;"Informationen zu:   Hort Bürgli Mitte,Ort: Schulhaus Bürgli Mitte
       Riedenerstrasse 30
       8304 Wallisellen"
hort; Hort Mösli;Suzana Vidic ;Im Mösli 2, 8304 Wallisellen;Tel.: 044 877 64 47;;Informationen zu:   Hort Mösli,Ort: Schulhaus Mösli,Im Mösli 2,8304 Wallisellen
hort; Hort Nauru;;Weidstrasse 30, 8105 Watt;Tel.: 079 635 16 23;www.hort-nauru.ch;Kontakt,Sandra Jenny,Tel.: 079 635 16 23
hort; Schülerhort Mettlenhorst;Primarschule ;8907 Wettswil;Tel.: 043 466 20 71;www.schulewettswil.ch;Primarschule,8907 Wettswil,Tel.: 043 466 20 71,Kontakt,Lena Pajaziti,Tel.: 043 466 20 71,Email:,email,www.schulewettswil.ch
hort; Hort Schnäggehus;Ingrid Ritter Rudolf Steiner Schule Zürcher Oberland ;Usterstrasse 141, 8620 Wetzikon;Tel.: 079 645 03 48;www.rsszo.ch;
hort; Schulergänzende Tagesstrukturen - Ausserschulische Betreuung ab Kindergarten;Primarschule Wetzikon ;Guldisloostrasse 1, 8620 Wetzikon;Tel.: 044 931 23 23;www.schule-wetzikon/de/dienste/;
hort; Mittagstisch Zollikon / Zollikerberg;Schulsekretariat ;Buchholzstrasse 5, 8702 Zollikon;Tel.: 044 396 37 50;www.schulezollikon.ch;
hort; Mittagstisch & Hort Zumikon;Schulgemeinde Zumikon ;Juch 1, 8126 Zumikon;Tel.: 044 919 03 38;www.zumikon.ch;
